MISMATCH,Channel,Date,Start Time,Program Name - protrack,Nola Episode - protrack,Program Name - pbs,Nola Episode - pbs,Episode Name - pbs,Description - pbs
,9.1,2025-03-25,12:00:00,Molly of Denali,#208,Molly of Denali,#208,Sea Lion Crooks and Halibut Hooks; Nature's Medicine,"The daily adventures of 10-year-old Alaska native Molly Mabray, her family, her dog Suki and her friends Tooey and Trini."
,9.1,2025-03-25,12:30:00,Xavier Riddle and the Secret Museum,#120,Xavier Riddle and the Secret Museum,#120,I Am Louis Pasteur; I Am Rachel Carson,"Xavier Riddle, his sister, Yadina, and their friend, Brad, meet heroes from the past -- from Eleanor Roosevelt to Leonardo da Vinci."
,9.1,2025-03-25,13:00:00,Sit and Be Fit,#1011,Sit and Be Fit,#1011,Tai Chi,Mary Ann Wilson leads safe workouts set to fun music.
,9.1,2025-03-25,13:30:00,Classical Stretch: By Essentrics,#1209,Classical Stretch: By Essentrics,#1209,Back Pain Relief,Miranda Esmonde-White offers an exercise program for people of all ages and fitness levels.
,9.1,2025-03-25,14:00:00,Antiques Roadshow,#2910,Antiques Roadshow,,Denver Botanic Gardens: Chatfield Farms Hour 1,"Collectors discover that they can turn trash into treasure, thanks to the appraisal skills of the show's specialists in antiques and fine art."
,9.1,2025-03-25,15:00:00,Antiques Roadshow,#1909,Antiques Roadshow,#1909,Bismarck Hour 3,"Collectors discover that they can turn trash into treasure, thanks to the appraisal skills of the show's specialists in antiques and fine art."
,9.1,2025-03-25,16:00:00,Lucy Worsley Investigates,#204,Lucy Worsley Investigates,#204,Bloody Mary,Lucy Worsley reinvestigates and reveals new evidence about some of British history's biggest unsolved mysteries.
,9.1,2025-03-25,17:00:00,Bbc News America,#1052,BBC News America,,,"Live news program produced out of BBC's Washington, D.C. bureau; host Sumi Somaskanda."
,9.1,2025-03-25,17:30:00,Bbc News The Context,#1052,BBC News The Context,,,"A regular panel of guests from across the political spectrum discuss the biggest international stories of the day, along with news-making interviews and analysis from BBC correspondents around the globe."
YES,9.1,2025-03-25,18:00:00,The Pbs News Hour,#14692,PBS News Hour,,,Co-anchors Amna Nawaz and Geoff Bennett and correspondents offer in-depth analysis of current events.
YES,9.1,2025-03-25,19:00:00,Finding Your Roots,#1007,"Finding Your Roots With Henry Louis Gates, Jr.",#1007,The Brick Wall Falls,"Educator Henry Louis Gates Jr. has hosted several PBS series that examine U.S. history. In ""Finding Your Roots,"" the Harvard professor continues his quest to ""get into the DNA of American culture."" In each episode, celebrities view ancestral histories, sometimes learn of connections to famous/infamous people, discover secrets, and share the emotional experience with viewers. Analyzing genetic code, DNA diagnosticians trace bloodlines and occasionally debunk long-held beliefs."
,9.1,2025-03-25,20:00:00,American Experience,#3702,American Experience,,"Change, Not Charity: The Americans with Disabilities Act","""American Experience"" combines dramatic re-enactments with commentary by historians and authors to present an absorbing look at the personalities, events and resources that have had a profound impact on the shaping of America's past and present. Many of the program's documentaries have received major honors in the broadcasting community, including Emmy, Peabodys and duPont-Columbia University awards."
,9.1,2025-03-25,21:00:00,Frontline,#4310,Frontline,,The Rise and Fall of Terrorgram,"""Frontline"" offers an unflinching and compelling look at complex, vital and often-controversial subjects. Each broadcast consists of a long-form news documentary. Topics run the gamut -- from Bernie Madoff's intricate fraud and prisoner abuse at Abu Ghraib, to AIDs, racial issues and Wal-Mart's effect on the U.S. economy."
,9.1,2025-03-25,22:30:00,History with David Rubenstein,#510,History With David Rubenstein,#510,Jeffrey Frank,David Rubenstein interviews renowned scholars and public figures in the U.S.
,9.1,2025-03-25,23:00:00,Amanpour and Company,#7192,Amanpour and Company,,,Christiane Amanpour leads discussions about world issues and interviews with global leaders.
,9.1,2025-03-26,00:00:00,American Experience,#3702,American Experience,,"Change, Not Charity: The Americans with Disabilities Act","""American Experience"" combines dramatic re-enactments with commentary by historians and authors to present an absorbing look at the personalities, events and resources that have had a profound impact on the shaping of America's past and present. Many of the program's documentaries have received major honors in the broadcasting community, including Emmy, Peabodys and duPont-Columbia University awards."
,9.1,2025-03-26,01:00:00,Frontline,#4310,Frontline,,The Rise and Fall of Terrorgram,"""Frontline"" offers an unflinching and compelling look at complex, vital and often-controversial subjects. Each broadcast consists of a long-form news documentary. Topics run the gamut -- from Bernie Madoff's intricate fraud and prisoner abuse at Abu Ghraib, to AIDs, racial issues and Wal-Mart's effect on the U.S. economy."
,9.1,2025-03-26,02:30:00,History with David Rubenstein,#510,History With David Rubenstein,#510,Jeffrey Frank,David Rubenstein interviews renowned scholars and public figures in the U.S.
,9.1,2025-03-26,03:00:00,Independent Lens,#2614,Independent Lens,,Home Court,"As the title suggests, a series of documentaries resembles an independent film festival in its diversity of subject matter, from hula dancing to crossword mania as captured by a roster of edgy and creative filmmakers."
,9.1,2025-03-26,04:30:00,In Julia's Kitchen with Master Chefs,#121,In Julia's Kitchen With Master Chefs,#121,Monique Barbeau,"Cooking icon Julia Child invites 26 nationally recognized chefs into her kitchen, where she prepares dishes with the pros and breaks down their techniques and recipes for the home cook. Top names in the culinary world, such as Rick Bayless, Jasper White and Charlie Trotter, share their tips for dishes like chile-glazed country ribs, pan-roasted lobster and warm peach soup."
,9.1,2025-03-26,05:00:00,Happy Yoga with Sarah Starr,#302,Happy Yoga With Sarah Starr,#302,Golden Sunset,"Yoga can be challenging, especially for beginners who may be apprehensive about trying something that they think is too daunting. Wanting to help those who are new to the exercise, fitness instructor Sarah Starr created an easier routine. Happy Yoga, as she calls it, is a modified program using chairs that allows people of any age or physical condition to be able to benefit from yoga. ""Happy Yoga"" features Starr performing the chair exercises outside, utilizing serene backdrops that showcase Mother Nature's beauty."
,9.1,2025-03-26,05:30:00,Classical Stretch: By Essentrics,#1210,Classical Stretch: By Essentrics,#1210,Endurance and Power,Miranda Esmonde-White offers an exercise program for people of all ages and fitness levels.
,9.1,2025-03-26,06:00:00,Cyberchase,#401,Cyberchase,#401,Balancing Act,"After being warped into Cyberspace from a library computer, Matt leads friends Jackie and Inez as Cybersquad. With live hosts Bianca and Harry, the team must protect Motherboard from the evil Hacker who wants to rule Cyberspace. Using gadgets and following clues, the team solves math mysteries and any other problem that comes their way."
,9.1,2025-03-26,06:30:00,Wild Kratts,#128,Wild Kratts,#128,A Huge Orange Problem,"This show follows the adventures of animated versions of brothers Chris and Martin Kratt, hosts of such educational shows as ""Kratts' Creatures"" and ""Zoboomafoo."" In the show, the animated Kratts encounter wild animals during stories of adventure and mystery. The live-action Kratt brothers introduce each episode."
,9.1,2025-03-26,07:00:00,Lyla in the Loop,#120,Lyla in the Loop,#120,Too Many Pumpkins; The Maybe-Sitters,Seven-year-old Lyla and her close-knit family address everyday problems together in the big city.
,9.1,2025-03-26,07:30:00,Carl The Collector,#114,Carl the Collector,#114,Whole Lotta Lotta; Leaf It to Carl,"The everyday adventures of Carl, an autistic raccoon, who loves collecting things."
,9.1,2025-03-26,08:00:00,Daniel Tiger's Neighborhood,#201,Daniel Tiger's Neighborhood,#201,The Tiger Family Grows; Daniel Learns About Being a Big Brother,"The first series inspired by ""Mister Rogers Neighborhood,"" ""Daniel Tiger's Neighborhood"" features 4-year-old Daniel Tiger, son of the original program's Daniel Striped Tiger. Every day Daniel puts on his red sweater, ties his shoes, and invites a new generation of preschoolers into the Neighborhood of Make-Believe. Daniel shares his daily adventures with pals O the Owl, Katerina Kittycat, Prince Wednesday and Miss Elaina. With the help of Daniel and his friends, preschoolers have fun and learn practical skills necessary for growing and developing."
,9.1,2025-03-26,08:30:00,Rosie's Rules,#140,Rosie's Rules,#140,The Family Hammock; Iggy's Birthday Cake,Five-year-old Mexican American Rosie Fuentes learns how the world around her works in her suburban Texas community.
,9.1,2025-03-26,09:00:00,Sesame Street,#5403,Sesame Street,#5403,Proud of My Name,"A longtime favorite of children and adults, and a staple of PBS, ""Sesame Street"" bridges many cultural and educational gaps with a fun program. Big Bird leads a cast of characters teaching children numbers, colors and the alphabet. Bert and Ernie, Oscar the Grouch and Grover are just a few of the other creatures involved in this show, set on a city street full of valuable learning opportunities."
,9.1,2025-03-26,09:30:00,Work It Out Wombats!,#138,Work It Out Wombats!,,Survey Says; Lost and Found Patrol,A playful trio of marsupial siblings look for interesting problems to solve in their Treeborhood.
,9.1,2025-03-26,10:00:00,Donkey Hodie,#217,Donkey Hodie,#217,What a Pickle; Scooter Blues,Donkey Hodie and her pals follow their dreams and work together to find creative solutions to everyday problems.
,9.1,2025-03-26,10:30:00,Pinkalicious & Peterrific,#504,Pinkalicious & Peterrific,#504,Yo-Yo's Musical Journey; Happy Pinkville Day,"The creative adventures of Pinkalicious and her brother, Peter."
,9.1,2025-03-26,11:00:00,Elinor Wonders Why,#202,Elinor Wonders Why,#202,Elinor's Nest; Foody Fuel,The adventures of an observant and curious bunny rabbit named Elinor and her friends Ari the bat and Olive the elephant.
,9.1,2025-03-26,11:30:00,Alma's Way,#137,Alma's Way,#137,Alma Town; An Alma Kind of Day,"Six-year old Alma, a Puerto Rican girl who lives with her family in the Bronx, learns to think for herself, making mistakes and finding solutions along the way."
,9.1,2025-03-26,12:00:00,Molly of Denali,#309,Molly of Denali,#309,The Qyah Ice Classic; The Great Qyah Cleanup,"The daily adventures of 10-year-old Alaska native Molly Mabray, her family, her dog Suki and her friends Tooey and Trini."
,9.1,2025-03-26,12:30:00,Xavier Riddle and the Secret Museum,#125,Xavier Riddle and the Secret Museum,#125,I Am Confucius; I Am Sacagawea,"Xavier Riddle, his sister, Yadina, and their friend, Brad, meet heroes from the past -- from Eleanor Roosevelt to Leonardo da Vinci."
,9.1,2025-03-26,13:00:00,Sit and Be Fit,#1012,Sit and Be Fit,#1012,Abdominal Exercises,Mary Ann Wilson leads safe workouts set to fun music.
,9.1,2025-03-26,13:30:00,Classical Stretch: By Essentrics,#1210,Classical Stretch: By Essentrics,#1210,Endurance and Power,Miranda Esmonde-White offers an exercise program for people of all ages and fitness levels.
YES,9.1,2025-03-26,14:00:00,Finding Your Roots,#1007,"Finding Your Roots With Henry Louis Gates, Jr.",#1007,The Brick Wall Falls,"Educator Henry Louis Gates Jr. has hosted several PBS series that examine U.S. history. In ""Finding Your Roots,"" the Harvard professor continues his quest to ""get into the DNA of American culture."" In each episode, celebrities view ancestral histories, sometimes learn of connections to famous/infamous people, discover secrets, and share the emotional experience with viewers. Analyzing genetic code, DNA diagnosticians trace bloodlines and occasionally debunk long-held beliefs."
,9.1,2025-03-26,15:00:00,American Experience,#3702,American Experience,,"Change, Not Charity: The Americans with Disabilities Act","""American Experience"" combines dramatic re-enactments with commentary by historians and authors to present an absorbing look at the personalities, events and resources that have had a profound impact on the shaping of America's past and present. Many of the program's documentaries have received major honors in the broadcasting community, including Emmy, Peabodys and duPont-Columbia University awards."
,9.1,2025-03-26,16:00:00,Playing Like A Girl: The House That Rob Built,#0,Playing Like a Girl: The House That Rob Built,,,"Basketball coach Robin Selvig builds a ""house"" of inclusion and empowerment at the University of Montana by recruiting female athletes from ranches, farms and Native reservations."
,9.1,2025-03-26,17:00:00,Bbc News America,#1053,BBC News America,,,"Live news program produced out of BBC's Washington, D.C. bureau; host Sumi Somaskanda."
,9.1,2025-03-26,17:30:00,Bbc News The Context,#1053,BBC News The Context,,,"A regular panel of guests from across the political spectrum discuss the biggest international stories of the day, along with news-making interviews and analysis from BBC correspondents around the globe."
YES,9.1,2025-03-26,18:00:00,The Pbs News Hour,#14693,PBS News Hour,,,Co-anchors Amna Nawaz and Geoff Bennett and correspondents offer in-depth analysis of current events.
,9.1,2025-03-26,19:00:00,Nature,#4211,Nature,#4211,Grizzly 399: Queen of the Tetons,"Consistently stunning documentaries transport viewers to far-flung locations ranging from the torrid African plains to the chilly splendors of icy Antarctica. The show's primary focus is on animals and ecosystems around the world. A comic book based on the show, meant to be used an as educational tool for kids, was briefly distributed to museums and schools at no cost in the mid-2000s."
,9.1,2025-03-26,20:00:00,Nova,#5104,NOVA,#5104,Hunt for the Oldest DNA,"This long-running, award-winning documentary series focuses on science, its many applications, speculation, history and researchers. Inspired by the BBC documentary program ""Horizons, "" the U.S. series frequently features interviews with scientists directly involved in the topic at hand, and sometimes even boasts footage of a particular discovery."
,9.1,2025-03-26,21:00:00,The Future of Nature,#101,The Future of Nature,,Oceans,The fight to save nature.
,9.1,2025-03-26,22:00:00,Secrets of the Dead,#1603,Secrets of the Dead,#1603,Nero's Sunken City,Experts use modern forensic techniques to shed new light on historical mysteries such as the sinking of the Andrea Doria and the riddle of whether a weather or geological event of some kind might have triggered the Dark Ages.
,9.1,2025-03-26,23:00:00,Amanpour and Company,#7193,Amanpour and Company,,,Christiane Amanpour leads discussions about world issues and interviews with global leaders.
,9.1,2025-03-27,00:00:00,Nova,#5104,NOVA,#5104,Hunt for the Oldest DNA,"This long-running, award-winning documentary series focuses on science, its many applications, speculation, history and researchers. Inspired by the BBC documentary program ""Horizons, "" the U.S. series frequently features interviews with scientists directly involved in the topic at hand, and sometimes even boasts footage of a particular discovery."
,9.1,2025-03-27,01:00:00,The Future of Nature,#101,The Future of Nature,,Oceans,The fight to save nature.
,9.1,2025-03-27,02:00:00,First Peoples,#101,First Peoples,#101,Americas,"""First Peoples"" traces the arrival of the first Homo sapiens on five continents, how they moved around the globe, and how they survived to become the dominant human species on Earth. Each of the five episodes is centered on a different continent and explores remote places around the world -- from underwater caves of Yucatan to the Australian outback to the Himalayas. Throughout the series experts reveal genetics, archaeology and anthropology research, including how DNA is being used to understand the origins of the human species."
,9.1,2025-03-27,03:00:00,American Experience,#3702,American Experience,,"Change, Not Charity: The Americans with Disabilities Act","""American Experience"" combines dramatic re-enactments with commentary by historians and authors to present an absorbing look at the personalities, events and resources that have had a profound impact on the shaping of America's past and present. Many of the program's documentaries have received major honors in the broadcasting community, including Emmy, Peabodys and duPont-Columbia University awards."
YES,9.1,2025-03-27,04:00:00,Finding Your Roots,#1007,"Finding Your Roots With Henry Louis Gates, Jr.",#1007,The Brick Wall Falls,"Educator Henry Louis Gates Jr. has hosted several PBS series that examine U.S. history. In ""Finding Your Roots,"" the Harvard professor continues his quest to ""get into the DNA of American culture."" In each episode, celebrities view ancestral histories, sometimes learn of connections to famous/infamous people, discover secrets, and share the emotional experience with viewers. Analyzing genetic code, DNA diagnosticians trace bloodlines and occasionally debunk long-held beliefs."
,9.1,2025-03-27,05:00:00,Happy Yoga with Sarah Starr,#303,Happy Yoga With Sarah Starr,#303,Beach Cove,"Yoga can be challenging, especially for beginners who may be apprehensive about trying something that they think is too daunting. Wanting to help those who are new to the exercise, fitness instructor Sarah Starr created an easier routine. Happy Yoga, as she calls it, is a modified program using chairs that allows people of any age or physical condition to be able to benefit from yoga. ""Happy Yoga"" features Starr performing the chair exercises outside, utilizing serene backdrops that showcase Mother Nature's beauty."
,9.1,2025-03-27,05:30:00,Classical Stretch: By Essentrics,#1211,Classical Stretch: By Essentrics,#1211,Arthritis Workout,Miranda Esmonde-White offers an exercise program for people of all ages and fitness levels.
,9.1,2025-03-27,06:00:00,Cyberchase,#1002,Cyberchase,#1002,A Recipe for Chaos,"After being warped into Cyberspace from a library computer, Matt leads friends Jackie and Inez as Cybersquad. With live hosts Bianca and Harry, the team must protect Motherboard from the evil Hacker who wants to rule Cyberspace. Using gadgets and following clues, the team solves math mysteries and any other problem that comes their way."
,9.1,2025-03-27,06:30:00,Wild Kratts,#140,Wild Kratts,#140,Raptor Round Up,"This show follows the adventures of animated versions of brothers Chris and Martin Kratt, hosts of such educational shows as ""Kratts' Creatures"" and ""Zoboomafoo."" In the show, the animated Kratts encounter wild animals during stories of adventure and mystery. The live-action Kratt brothers introduce each episode."
,9.1,2025-03-27,07:00:00,Lyla in the Loop,#111,Lyla in the Loop,#111,The Case of the Mysterious Cake; Kibbles and Tricks,Seven-year-old Lyla and her close-knit family address everyday problems together in the big city.
,9.1,2025-03-27,07:30:00,Carl The Collector,#104,Carl the Collector,#104,The Puffball Collection; The Bottle Cap Collection,"The everyday adventures of Carl, an autistic raccoon, who loves collecting things."
,9.1,2025-03-27,08:00:00,Daniel Tiger's Neighborhood,#205,Daniel Tiger's Neighborhood,#205,Daniel Fixes Trolley; Problem Solver Daniel,"The first series inspired by ""Mister Rogers Neighborhood,"" ""Daniel Tiger's Neighborhood"" features 4-year-old Daniel Tiger, son of the original program's Daniel Striped Tiger. Every day Daniel puts on his red sweater, ties his shoes, and invites a new generation of preschoolers into the Neighborhood of Make-Believe. Daniel shares his daily adventures with pals O the Owl, Katerina Kittycat, Prince Wednesday and Miss Elaina. With the help of Daniel and his friends, preschoolers have fun and learn practical skills necessary for growing and developing."
,9.1,2025-03-27,08:30:00,Rosie's Rules,#127,Rosie's Rules,#127,President of the Sandbox; Dino Parade,Five-year-old Mexican American Rosie Fuentes learns how the world around her works in her suburban Texas community.
,9.1,2025-03-27,09:00:00,Sesame Street,#5407,Sesame Street,#5407,Worms Want to Play,"A longtime favorite of children and adults, and a staple of PBS, ""Sesame Street"" bridges many cultural and educational gaps with a fun program. Big Bird leads a cast of characters teaching children numbers, colors and the alphabet. Bert and Ernie, Oscar the Grouch and Grover are just a few of the other creatures involved in this show, set on a city street full of valuable learning opportunities."
,9.1,2025-03-27,09:30:00,Work It Out Wombats!,#139,Work It Out Wombats!,,Ellie's Island; Zadie & Buckley's Playdate Problem,A playful trio of marsupial siblings look for interesting problems to solve in their Treeborhood.
,9.1,2025-03-27,10:00:00,Donkey Hodie,#139,Donkey Hodie,#139,Bright Bright Bugs; Panda's Purple Break,Donkey Hodie and her pals follow their dreams and work together to find creative solutions to everyday problems.
,9.1,2025-03-27,10:30:00,Pinkalicious & Peterrific,#403,Pinkalicious & Peterrific,#403,Princess Pinkalicious; Switcheridoo,"The creative adventures of Pinkalicious and her brother, Peter."
,9.1,2025-03-27,11:00:00,Elinor Wonders Why,#124,Elinor Wonders Why,#124,Speedy Swimming; Strawberry Jam,The adventures of an observant and curious bunny rabbit named Elinor and her friends Ari the bat and Olive the elephant.
,9.1,2025-03-27,11:30:00,Alma's Way,#206,Alma's Way,#206,Mofongo on the Go; Alma Scoots Around,"Six-year old Alma, a Puerto Rican girl who lives with her family in the Bronx, learns to think for herself, making mistakes and finding solutions along the way."
,9.1,2025-03-27,12:00:00,Molly of Denali,#109,Molly of Denali,#109,The Worm Turns; Little Dog Lost,"The daily adventures of 10-year-old Alaska native Molly Mabray, her family, her dog Suki and her friends Tooey and Trini."
,9.1,2025-03-27,12:30:00,Xavier Riddle and the Secret Museum,#214,Xavier Riddle and the Secret Museum,#214,I Am William Shakespeare; I Am Katherine Johnson,"Xavier Riddle, his sister, Yadina, and their friend, Brad, meet heroes from the past -- from Eleanor Roosevelt to Leonardo da Vinci."
,9.1,2025-03-27,13:00:00,Sit and Be Fit,#1013,Sit and Be Fit,#1013,Improving Posture,Mary Ann Wilson leads safe workouts set to fun music.
,9.1,2025-03-27,13:30:00,Classical Stretch: By Essentrics,#1211,Classical Stretch: By Essentrics,#1211,Arthritis Workout,Miranda Esmonde-White offers an exercise program for people of all ages and fitness levels.
,9.1,2025-03-27,14:00:00,Nature,#4211,Nature,#4211,Grizzly 399: Queen of the Tetons,"Consistently stunning documentaries transport viewers to far-flung locations ranging from the torrid African plains to the chilly splendors of icy Antarctica. The show's primary focus is on animals and ecosystems around the world. A comic book based on the show, meant to be used an as educational tool for kids, was briefly distributed to museums and schools at no cost in the mid-2000s."
YES,9.1,2025-03-27,15:00:00,Colombia - Wild and Free,#101,Colombia -- Wild and Free,#101,Two Rivers,"Exploring Colombia, from the Amazon River to the Andes."
YES,9.1,2025-03-27,16:00:00,Colombia - Wild and Free,#102,Colombia -- Wild and Free,#102,From the Pacific to the Andes,"Exploring Colombia, from the Amazon River to the Andes."
,9.1,2025-03-27,17:00:00,Bbc News America,#1054,BBC News America,,,"Live news program produced out of BBC's Washington, D.C. bureau; host Sumi Somaskanda."
,9.1,2025-03-27,17:30:00,Bbc News The Context,#1054,BBC News The Context,,,"A regular panel of guests from across the political spectrum discuss the biggest international stories of the day, along with news-making interviews and analysis from BBC correspondents around the globe."
YES,9.1,2025-03-27,18:00:00,The Pbs News Hour,#14694,PBS News Hour,,,Co-anchors Amna Nawaz and Geoff Bennett and correspondents offer in-depth analysis of current events.
,9.1,2025-03-27,19:00:00,On The Record,#810,On the Record,,,"Interviews with key players in San Antonio politics, business, and community activism. Each week also includes a roundtable discussion with local journalists who keep a pulse on important issues impacting the city."
YES,9.1,2025-03-27,19:30:00,¡Salud! Celebrating San Antonio's Latina Leaders,#401,Salud: Celebrating San Antonio's Latina Leaders,,"Eva Morales Campbell, Yvette Reyna, Cat Dizon",Highlighting Hispanic women taking charge in the business world in San Antonio. Meet women who own and run a variety of businesses.
,9.1,2025-03-27,20:00:00,Sister Boniface Mysteries,#104,Sister Boniface Mysteries,#104,My Brother's Keeper,Sister Boniface of Saint Vincent's Convent helps solves crimes in the village of Great Slaughter.
,9.1,2025-03-27,21:00:00,Father Brown,#195,Father Brown,#195,The Final Devotion,Based on the novels of G.K. Chesterton.
,9.1,2025-03-27,22:00:00,Velvet,#113,Velvet,#113,Blue Velvet,The young heir to a fashion empire falls in love with a humble seamstress.
,9.1,2025-03-27,23:30:00,Amanpour and Company,#7194,Amanpour and Company,,,Christiane Amanpour leads discussions about world issues and interviews with global leaders.
,9.1,2025-03-28,00:30:00,Playing Like A Girl: The House That Rob Built,#0,Playing Like a Girl: The House That Rob Built,,,"Basketball coach Robin Selvig builds a ""house"" of inclusion and empowerment at the University of Montana by recruiting female athletes from ranches, farms and Native reservations."
,9.1,2025-03-28,01:30:00,This Old House,#4617,This Old House,,Westford: Welcome to Westford,This Emmy-winning home-improvement series takes the mystery and fright factors out of remodeling and carpentry chores.
,9.1,2025-03-28,02:00:00,The Future of Nature,#101,The Future of Nature,,Oceans,The fight to save nature.
,9.1,2025-03-28,03:00:00,Nature,#4211,Nature,#4211,Grizzly 399: Queen of the Tetons,"Consistently stunning documentaries transport viewers to far-flung locations ranging from the torrid African plains to the chilly splendors of icy Antarctica. The show's primary focus is on animals and ecosystems around the world. A comic book based on the show, meant to be used an as educational tool for kids, was briefly distributed to museums and schools at no cost in the mid-2000s."
,9.1,2025-03-28,04:00:00,Nova,#5104,NOVA,#5104,Hunt for the Oldest DNA,"This long-running, award-winning documentary series focuses on science, its many applications, speculation, history and researchers. Inspired by the BBC documentary program ""Horizons, "" the U.S. series frequently features interviews with scientists directly involved in the topic at hand, and sometimes even boasts footage of a particular discovery."
,9.1,2025-03-28,05:00:00,Happy Yoga with Sarah Starr,#304,Happy Yoga With Sarah Starr,#304,Mt. Grandeur,"Yoga can be challenging, especially for beginners who may be apprehensive about trying something that they think is too daunting. Wanting to help those who are new to the exercise, fitness instructor Sarah Starr created an easier routine. Happy Yoga, as she calls it, is a modified program using chairs that allows people of any age or physical condition to be able to benefit from yoga. ""Happy Yoga"" features Starr performing the chair exercises outside, utilizing serene backdrops that showcase Mother Nature's beauty."
,9.1,2025-03-28,05:30:00,Classical Stretch: By Essentrics,#1212,Classical Stretch: By Essentrics,#1212,Hamstring Flexibility,Miranda Esmonde-White offers an exercise program for people of all ages and fitness levels.
,9.1,2025-03-28,06:00:00,Cyberchase,#1103,Cyberchase,#1103,A Murky Mystery in Mermaidos,"After being warped into Cyberspace from a library computer, Matt leads friends Jackie and Inez as Cybersquad. With live hosts Bianca and Harry, the team must protect Motherboard from the evil Hacker who wants to rule Cyberspace. Using gadgets and following clues, the team solves math mysteries and any other problem that comes their way."
,9.1,2025-03-28,06:30:00,Wild Kratts,#134,Wild Kratts,#134,Little Howler,"This show follows the adventures of animated versions of brothers Chris and Martin Kratt, hosts of such educational shows as ""Kratts' Creatures"" and ""Zoboomafoo."" In the show, the animated Kratts encounter wild animals during stories of adventure and mystery. The live-action Kratt brothers introduce each episode."
,9.1,2025-03-28,07:00:00,Lyla in the Loop,#115,Lyla in the Loop,#115,"Happy New Year, Lyla!; Everett's Summer Sale",Seven-year-old Lyla and her close-knit family address everyday problems together in the big city.
,9.1,2025-03-28,07:30:00,Carl The Collector,#102,Carl the Collector,#102,The Sticker Collection; The Baby Stuff Collection,"The everyday adventures of Carl, an autistic raccoon, who loves collecting things."
,9.1,2025-03-28,08:00:00,Daniel Tiger's Neighborhood,#202,Daniel Tiger's Neighborhood,#202,The Baby Is Here,"The first series inspired by ""Mister Rogers Neighborhood,"" ""Daniel Tiger's Neighborhood"" features 4-year-old Daniel Tiger, son of the original program's Daniel Striped Tiger. Every day Daniel puts on his red sweater, ties his shoes, and invites a new generation of preschoolers into the Neighborhood of Make-Believe. Daniel shares his daily adventures with pals O the Owl, Katerina Kittycat, Prince Wednesday and Miss Elaina. With the help of Daniel and his friends, preschoolers have fun and learn practical skills necessary for growing and developing."
,9.1,2025-03-28,08:30:00,Rosie's Rules,#133,Rosie's Rules,#133,Donating Day; Gatita the Volunteer Cat,Five-year-old Mexican American Rosie Fuentes learns how the world around her works in her suburban Texas community.
,9.1,2025-03-28,09:00:00,Sesame Street,#5434,Sesame Street,,The Mystery Cricket,"A longtime favorite of children and adults, and a staple of PBS, ""Sesame Street"" bridges many cultural and educational gaps with a fun program. Big Bird leads a cast of characters teaching children numbers, colors and the alphabet. Bert and Ernie, Oscar the Grouch and Grover are just a few of the other creatures involved in this show, set on a city street full of valuable learning opportunities."
,9.1,2025-03-28,09:30:00,Work It Out Wombats!,#140,Work It Out Wombats!,#140,The Wombat Family Road Trip; A Super Duper Wombat Whirlgig,A playful trio of marsupial siblings look for interesting problems to solve in their Treeborhood.
,9.1,2025-03-28,10:00:00,Donkey Hodie,#140,Donkey Hodie,#140,"The Golden Crunchdoodles Return; Flowers, Fetch, and Dance",Donkey Hodie and her pals follow their dreams and work together to find creative solutions to everyday problems.
,9.1,2025-03-28,10:30:00,Pinkalicious & Peterrific,#101,Pinkalicious & Peterrific,#101,Fairy House; Pinkabotta & Peterbotta,"The creative adventures of Pinkalicious and her brother, Peter."
,9.1,2025-03-28,11:00:00,Elinor Wonders Why,#125,Elinor Wonders Why,#125,To Bee or Not to Bee; Turtle Crossing,The adventures of an observant and curious bunny rabbit named Elinor and her friends Ari the bat and Olive the elephant.
,9.1,2025-03-28,11:30:00,Alma's Way,#223,Alma's Way,#223,No Sleep 'Til New Year's; Nurse Alma,"Six-year old Alma, a Puerto Rican girl who lives with her family in the Bronx, learns to think for herself, making mistakes and finding solutions along the way."
,9.1,2025-03-28,12:00:00,Molly of Denali,#110,Molly of Denali,#110,Suki's Bone; Brand New Flag,"The daily adventures of 10-year-old Alaska native Molly Mabray, her family, her dog Suki and her friends Tooey and Trini."
,9.1,2025-03-28,12:30:00,Xavier Riddle and the Secret Museum,#126,Xavier Riddle and the Secret Museum,#126,I Am Cesar Chavez; I Am Dolores Huerta,"Xavier Riddle, his sister, Yadina, and their friend, Brad, meet heroes from the past -- from Eleanor Roosevelt to Leonardo da Vinci."
,9.1,2025-03-28,13:00:00,Sit and Be Fit,#1014,Sit and Be Fit,#1014,Engaging the Pelvic Floor,Mary Ann Wilson leads safe workouts set to fun music.
,9.1,2025-03-28,13:30:00,Classical Stretch: By Essentrics,#1212,Classical Stretch: By Essentrics,#1212,Hamstring Flexibility,Miranda Esmonde-White offers an exercise program for people of all ages and fitness levels.
,9.1,2025-03-28,14:00:00,Nova,#5104,NOVA,#5104,Hunt for the Oldest DNA,"This long-running, award-winning documentary series focuses on science, its many applications, speculation, history and researchers. Inspired by the BBC documentary program ""Horizons, "" the U.S. series frequently features interviews with scientists directly involved in the topic at hand, and sometimes even boasts footage of a particular discovery."
,9.1,2025-03-28,15:00:00,Hope in the Water,#101,Hope in the Water,#101,The Fish in the Sea,The creative solutions and breakthrough blue food technologies that can help save the seas and fresh waterways.
,9.1,2025-03-28,16:00:00,The Future of Nature,#101,The Future of Nature,,Oceans,The fight to save nature.
